name,date,open,high,low,close,volumn
STA27C1501A,10-Oct-14,0.36,0.36,0.35,0.35,10000
STEC01C1412A,10-Oct-14,0.92,0.95,0.92,0.93,5548600
STEC01P1412A,10-Oct-14,0.71,0.71,0.71,0.71,111500
STEC28C1501A,10-Oct-14,1.22,1.22,1.22,1.22,160000
STEC28C1503A,10-Oct-14,0.33,0.33,0.33,0.33,1000000
STPI01C1501A,10-Oct-14,0.57,0.57,0.57,0.57,50000
STPI08C1504A,10-Oct-14,0.56,0.57,0.56,0.56,1027000
STPI28C1503A,10-Oct-14,0.52,0.53,0.51,0.51,3856300
TCAP01C1411A,10-Oct-14,0.28,0.29,0.28,0.28,5745900
TCAP06CB,10-Oct-14,0.41,0.41,0.4,0.41,192500
TCAP23C1501A,10-Oct-14,0.44,0.44,0.44,0.44,200
THAI01C1502A,10-Oct-14,0.38,0.4,0.38,0.39,1195600
THAI01P1502A,10-Oct-14,0.97,0.97,0.97,0.97,131200
THAI06C1505A,10-Oct-14,0.52,0.52,0.52,0.52,2000
THAI13C1502A,10-Oct-14,0.28,0.28,0.28,0.28,300000
THAI28C1502A,10-Oct-14,0.24,0.24,0.24,0.24,2010000
THAI42C1410A,10-Oct-14,0.19,0.19,0.19,0.19,50200
THCO01C1411A,10-Oct-14,0.29,0.3,0.29,0.3,2837200
THCO01P1411A,10-Oct-14,0.71,0.71,0.7,0.7,150000
THCO06C1506A,10-Oct-14,0.51,0.55,0.51,0.55,300
THCO11C1411A,10-Oct-14,0.31,0.31,0.31,0.31,500
THRE27C1502A,10-Oct-14,0.5,0.5,0.5,0.5,200000
TICO01C1501A,10-Oct-14,0.49,0.5,0.48,0.48,302100
TMB01C1411A,10-Oct-14,0.64,0.64,0.64,0.64,6400
TMB01P1411A,10-Oct-14,0.22,0.22,0.22,0.22,48000
TMB06C1502A,10-Oct-14,0.67,0.68,0.66,0.68,26900
TOP01C1502A,10-Oct-14,0.37,0.38,0.36,0.38,1458300
TOP01P1502A,10-Oct-14,0.9,0.9,0.85,0.87,438800
TOP06C1502A,10-Oct-14,0.51,0.51,0.5,0.51,25400
TOP11C1504A,10-Oct-14,0.45,0.48,0.45,0.48,241000
TOP11P1504A,10-Oct-14,1.14,1.14,1.14,1.14,4400
TOP23C1501A,10-Oct-14,0.32,0.32,0.32,0.32,200000
TPIP01C1502A,10-Oct-14,0.74,0.74,0.73,0.74,407200
TPIP01P1502A,10-Oct-14,0.71,0.71,0.68,0.69,827800
TPIP13C1502A,10-Oct-14,0.47,0.48,0.46,0.47,2503900
TPIP23C1503A,10-Oct-14,1.17,1.19,1.17,1.19,62300
TPIP28C1502A,10-Oct-14,0.64,0.64,0.63,0.63,406000
TPIP28C1503A,10-Oct-14,0.46,0.46,0.45,0.46,5517500
TRUE01C1412A,10-Oct-14,1.28,1.32,1.26,1.28,69293700
TRUE01C1503A,10-Oct-14,0.4,0.41,0.4,0.4,4036300
TRUE01P1412A,10-Oct-14,0.38,0.39,0.36,0.37,35230000
TRUE06C1503A,10-Oct-14,1.65,1.67,1.65,1.67,700000
TRUE06P1503A,10-Oct-14,0.32,0.33,0.31,0.32,2539900
TRUE07C1503A,10-Oct-14,0.37,0.37,0.37,0.37,1013100
TRUE08C1411A,10-Oct-14,1.94,1.98,1.94,1.97,400000
TRUE08C1501A,10-Oct-14,0.29,0.29,0.29,0.29,2500000
TRUE08C1503A,10-Oct-14,0.78,0.8,0.78,0.8,684100
TRUE08P1503A,10-Oct-14,0.43,0.43,0.43,0.43,69200
TRUE11C1501A,10-Oct-14,0.62,0.63,0.59,0.6,5520000
TRUE13C1501A,10-Oct-14,0.43,0.43,0.41,0.43,45289600
TRUE13C1501B,10-Oct-14,0.19,0.2,0.18,0.19,14796100
TRUE13C1502A,10-Oct-14,0.34,0.35,0.32,0.34,61073200
TRUE13P1412A,10-Oct-14,0.18,0.19,0.17,0.17,6169800
TRUE13P1502A,10-Oct-14,0.69,0.71,0.68,0.68,6706600
TRUE27P1505A,10-Oct-14,0.75,0.76,0.75,0.76,1383800
TRUE28C1502B,10-Oct-14,0.35,0.35,0.35,0.35,12000000
TRUE28C1502C,10-Oct-14,0.19,0.19,0.18,0.18,759500
TRUE28CF,10-Oct-14,0.41,0.41,0.4,0.41,3829400
TRUE28P1501A,10-Oct-14,0.51,0.52,0.51,0.52,30000000
TRUE42C1502A,10-Oct-14,0.41,0.41,0.41,0.41,4580000
TRUE42P1502A,10-Oct-14,0.43,0.43,0.42,0.42,220000
TTA01C1501A,10-Oct-14,0.64,0.65,0.63,0.63,29896600
TTA01P1501A,10-Oct-14,0.8,0.82,0.8,0.82,6327200
TTA06C1502A,10-Oct-14,0.88,0.88,0.85,0.85,498300
TTA07C1410A,10-Oct-14,0.54,0.54,0.5,0.51,21200
TTA11C1411A,10-Oct-14,0.45,0.45,0.43,0.43,2101000
TTA13C1412A,10-Oct-14,0.41,0.42,0.38,0.38,18632600
TTA13C1502A,10-Oct-14,0.37,0.38,0.36,0.36,200100
TTA13C1503A,10-Oct-14,0.17,0.17,0.16,0.16,1269000
TTA13P1503A,10-Oct-14,0.87,0.88,0.87,0.88,40000
TTA23C1602A,10-Oct-14,1.05,1.05,1.03,1.03,84100
TTA28C1502A,10-Oct-14,0.5,0.5,0.48,0.49,9376000
TTA28C1503A,10-Oct-14,0.11,0.12,0.11,0.12,182600
TTA42C1412A,10-Oct-14,0.22,0.22,0.21,0.21,2835100
TTCL01C1502A,10-Oct-14,0.32,0.32,0.32,0.32,102500
TTCL08C1504A,10-Oct-14,0.24,0.24,0.24,0.24,10000
TTCL13C1502A,10-Oct-14,0.19,0.2,0.19,0.19,3900000
TUF01C1502A,10-Oct-14,0.82,0.89,0.82,0.83,3744700
TUF01P1502A,10-Oct-14,0.99,0.99,0.94,0.98,3846100
TUF11C1411A,10-Oct-14,0.91,0.91,0.91,0.91,50000
UV08C1504A,10-Oct-14,0.88,0.89,0.85,0.86,114000
UV28C1503A,10-Oct-14,0.26,0.26,0.24,0.24,1534600
UV42C1410A,10-Oct-14,0.55,0.56,0.49,0.51,232000
VGI01C1411A,10-Oct-14,0.47,0.49,0.46,0.49,12721900
VGI01P1411A,10-Oct-14,0.55,0.55,0.52,0.52,1004000
VGI06C1504A,10-Oct-14,1.47,1.47,1.45,1.45,51000
VGI13C1503A,10-Oct-14,0.69,0.69,0.68,0.69,2024000
VGI42C1412A,10-Oct-14,0.31,0.31,0.31,0.31,2700200
WHA08C1504A,10-Oct-14,0.88,0.88,0.87,0.88,4840000
WHA13C1502A,10-Oct-14,0.86,0.87,0.86,0.87,400000
WHA28C1501A,10-Oct-14,0.71,0.72,0.71,0.71,1220500
WHA28C1502A,10-Oct-14,0.48,0.5,0.48,0.5,2605300
ACD-W2,10-Oct-14,2.12,2.78,2.04,2.64,234913500
AEC-W2,10-Oct-14,0.53,0.58,0.53,0.54,16076200
AJP-W1,10-Oct-14,9.8,11.1,9.6,10.8,25572800
AQ-W2,10-Oct-14,0.14,0.16,0.14,0.15,21547700
AQ-W3,10-Oct-14,0.23,0.24,0.22,0.23,67550300
BKD-W1,10-Oct-14,1.63,1.92,1.63,1.8,60983200
BLAND-W3,10-Oct-14,0.5,0.5,0.49,0.49,2816900
BLAND-W4,10-Oct-14,0.62,0.62,0.61,0.62,8394800
BROOK-W4,10-Oct-14,2.76,2.8,2.76,2.8,9900
BSM-W1,10-Oct-14,3.46,4.44,3.34,4.44,7448400
BTS-W3,10-Oct-14,0.99,1,0.97,0.98,40536100
CCP-W2,10-Oct-14,5.4,5.4,5.35,5.35,10400
CEN-W3,10-Oct-14,1.83,1.87,1.8,1.81,458100
CGD-W3,10-Oct-14,0.47,0.53,0.47,0.48,518745400
CHO-W1,10-Oct-14,3.88,3.96,3.74,3.74,15286600
CMO-W1,10-Oct-14,1.16,1.23,1.13,1.16,2012600
COLOR-W1,10-Oct-14,0.87,0.87,0.75,0.75,10546300
CPI-W1,10-Oct-14,0.77,0.77,0.74,0.76,675100
CWT-W2,10-Oct-14,1.76,1.77,1.6,1.63,7543800
DCON-W1,10-Oct-14,9.25,9.3,9,9,59100
DEMCO-W5,10-Oct-14,4.26,4.68,4.26,4.46,1551000
DEMCO-W6,10-Oct-14,3.04,3.12,3.04,3.04,212000
DIMET-W1,10-Oct-14,15.2,16,12.9,15,46501800
E-W1,10-Oct-14,0.57,0.59,0.54,0.58,922100
E-W2,10-Oct-14,0.42,0.43,0.42,0.42,248500
E-W3,10-Oct-14,0.15,0.17,0.15,0.16,56637200
EARTH-W4,10-Oct-14,0.76,0.76,0.75,0.75,20350800
ECF-W1,10-Oct-14,3.34,3.56,3.32,3.56,6685000
EFORL-W2,10-Oct-14,1.34,1.38,1.34,1.35,35803500
EIC-W1,10-Oct-14,1.8,1.8,1.78,1.79,32600
EMC-W4,10-Oct-14,1.05,1.12,1.04,1.11,244119800
EVER-W1,10-Oct-14,1.83,1.85,1.67,1.72,72616000
GEL-W4,10-Oct-14,0.27,0.28,0.26,0.27,19481400
GENCO-W1,10-Oct-14,0.63,0.69,0.62,0.66,36956500
GJS-W2,10-Oct-14,0.1,0.12,0.1,0.11,22443200
GJS-W3,10-Oct-14,0.17,0.19,0.17,0.17,10088900
GL-W3,10-Oct-14,0.56,0.59,0.56,0.56,413900
GLAND-W2,10-Oct-14,2.26,2.48,2.26,2.34,12000
GLAND-W3,10-Oct-14,2.16,2.5,2.16,2.5,651500
GSTEL-W1,10-Oct-14,0.08,0.1,0.08,0.09,45173200
GSTEL-W2,10-Oct-14,0.1,0.11,0.09,0.11,28239600
IFEC-W1,10-Oct-14,6.15,6.25,6.1,6.2,9574800
ILINK-W1,10-Oct-14,17.2,17.9,17.2,17.9,300
IVL-W1,10-Oct-14,3.96,4.04,3.96,3.96,758100
IVL-W2,10-Oct-14,2.96,3,2.92,2.96,665800
KCE-W2,10-Oct-14,33.75,34,33.75,34,2900
LH-W3,10-Oct-14,6.15,6.25,6.1,6.25,816400
LIVE-W2,10-Oct-14,0.22,0.23,0.22,0.23,1584900
MBAX-W1,10-Oct-14,2.24,2.26,2.1,2.14,2294400
MILL-W2,10-Oct-14,0.5,0.59,0.48,0.59,61906800
NBC-W1,10-Oct-14,1.61,1.67,1.61,1.67,10600
NEP-W2,10-Oct-14,0.58,0.61,0.58,0.59,3281000
NINE-W1,10-Oct-14,1.62,1.66,1.56,1.63,50100
NIPPON-W,10-Oct-14,1.71,2.04,1.52,1.53,140756100
NMG-W3,10-Oct-14,0.52,0.56,0.51,0.56,57140900
NNCL-W2,10-Oct-14,0.99,1.02,0.99,0.99,1227800
NUSA-W1,10-Oct-14,0.74,0.75,0.72,0.72,3102000
NWR-W2,10-Oct-14,0.78,0.8,0.78,0.79,4804600
OCEAN-W1,10-Oct-14,1.06,1.13,1.04,1.09,40984300
PF-W3,10-Oct-14,0.61,0.63,0.6,0.63,787600
PPM-W1,10-Oct-14,2.7,2.7,2.58,2.58,118800
PRINC-W1,10-Oct-14,2.72,2.8,2.66,2.78,2704000
RCI-W1,10-Oct-14,1.7,1.88,1.69,1.75,32203800
RML-W3,10-Oct-14,0.31,0.33,0.31,0.32,22615300
ROJNA-W3,10-Oct-14,3.7,3.7,3.6,3.6,70000
SIRI-W1,10-Oct-14,1.17,1.4,1.17,1.38,44628500
SLC-W1,10-Oct-14,0.06,0.06,0.05,0.05,291000
SLC-W2,10-Oct-14,0.04,0.05,0.03,0.05,200000
SLC-W3,10-Oct-14,0.1,0.1,0.09,0.1,1501000
SLC-W4,10-Oct-14,0.12,0.12,0.11,0.12,192100
SPORT-W3,10-Oct-14,0.84,0.84,0.84,0.84,100
STAR-W2,10-Oct-14,1.2,1.31,1.2,1.23,3365400
SUPER-W1,10-Oct-14,6.9,7.1,6.9,7.1,396300
SUPER-W2,10-Oct-14,7.15,7.3,7.15,7.15,1398100
TAPAC-W2,10-Oct-14,1.23,1.29,1.16,1.21,354200
TCC-W2,10-Oct-14,1.25,1.39,1.23,1.3,35000
TCC-W3,10-Oct-14,1.05,1.09,1.05,1.07,224000
TCC-W4,10-Oct-14,1.06,1.08,1.04,1.06,1020200
TCMC-W1,10-Oct-14,1.33,1.54,1.29,1.33,52064600
TFD-W2,10-Oct-14,2.68,2.86,2.68,2.74,3556300
TIES-W2,10-Oct-14,0.15,0.2,0.15,0.18,48624000
TLUXE-W2,10-Oct-14,0.43,0.44,0.39,0.42,817100
TMI-W1,10-Oct-14,1.73,1.74,1.69,1.69,701000
TPAC-W1,10-Oct-14,2,2,1.82,2,1100
TRT-W2,10-Oct-14,1.95,2.02,1.93,1.94,2145900
TSF-W2,10-Oct-14,0.54,0.54,0.52,0.52,695900
TSF-W3,10-Oct-14,0.31,0.33,0.31,0.31,7177200
TTA-W3,10-Oct-14,6.45,6.45,6.3,6.4,857300
TTA-W4,10-Oct-14,6,6.1,5.95,6,272400
TVD-W1,10-Oct-14,1.66,1.75,1.66,1.72,71900
TWZ-W3,10-Oct-14,0.35,0.35,0.34,0.35,1041000
UWC-W1,10-Oct-14,1.88,1.88,1.88,1.88,1500
VGI-W1,10-Oct-14,2.28,2.4,2.28,2.38,18610700
VTE-W1,10-Oct-14,1.3,1.32,1.22,1.22,617200
WAT-W1,10-Oct-14,0.02,0.02,0.02,0.02,5241200
WAT-W2,10-Oct-14,0.02,0.02,0.01,0.02,15994100
!AGRO,10-Oct-14,444.11,449.08,443.74,448.6,907352
!CONSUMP,10-Oct-14,164.27,164.46,163.47,164.38,616835
!FINCIAL,10-Oct-14,204.44,206.24,204.23,206.18,4377979
!INDUS,10-Oct-14,109.72,111.6,109.53,111.31,21503507
!PROPCON,10-Oct-14,139.85,141.27,139.71,141.09,37238453
!RESOURC,10-Oct-14,189.18,189.93,188.46,188.48,4545695
!SERVICE,10-Oct-14,356.3,358.17,355.6,357.15,6544803
!TECH,10-Oct-14,220.5,222.44,219.6,220.65,9050306
$AGRI,10-Oct-14,244.66,246.22,243.92,244.26,330723
$AUTO,10-Oct-14,533.36,538.85,532.39,537.35,230570
$BANK,10-Oct-14,594.87,600.72,594.1,600.39,1384089
$COMM,10-Oct-14,29694.9,29956.2,29606.9,29871,1397137
$CONMAT,10-Oct-14,11466.1,11573.5,11454.5,11564.5,2682291
$ENERG,10-Oct-14,21563.7,21649.2,21481.3,21484.2,4540990
$ETRON,10-Oct-14,1481.94,1490.42,1462.1,1475.07,567208
$FASHION,10-Oct-14,812.37,812.37,800.98,805.09,81685
$FIN,10-Oct-14,1812.76,1828.29,1807.84,1828.29,2914728
$FOOD,10-Oct-14,12550.1,12703.3,12538.9,12691.6,576629
$HELTH,10-Oct-14,4185.29,4212.71,4168.67,4192.26,195281
$HOME,10-Oct-14,46.21,46.91,46.11,46.83,529750
$ICT,10-Oct-14,219.23,221.32,218.48,219.5,8483098
$IMM,10-Oct-14,73.2,73.87,73.02,73.57,19848
$INSUR,10-Oct-14,17690.2,17761.3,17659.1,17736.6,79162
$MEDIA,10-Oct-14,77.63,78.35,77.44,78.11,1338215
$MINE,10-Oct-14,13.38,13.46,13.21,13.21,4705
$PAPER,10-Oct-14,1316.55,1327.8,1316.55,1322.17,5881
$PERSON,10-Oct-14,765.49,772.97,765.49,772.69,5400
$PETRO,10-Oct-14,846.08,862.06,843.72,858.69,219352
$PKG,10-Oct-14,3950.97,3978.04,3941.26,3973.54,1601537
$PROF,10-Oct-14,191.1,191.92,189.13,190.52,257034
$PROP,10-Oct-14,311.56,316.4,311,315.47,30925257
$STEEL,10-Oct-14,69.55,72.32,69.46,71.3,19426320
$TOURISM,10-Oct-14,579.53,588.26,577.39,587.78,1508200
$TRANS,10-Oct-14,204.49,205.67,202.82,203.14,1848936
MAI,10-Oct-14,667.69,688.05,666.33,688.05,1543882807
SET,10-Oct-14,1545.77,1555.09,1544.39,1552.72,11761815720
SET100,10-Oct-14,2282.89,2297.32,2280.41,2292.38,1471999671
SET50,10-Oct-14,1030.96,1037.23,1029.72,1034.96,615887012
SETHD,10-Oct-14,1226.36,1233.24,1225.67,1230.73,572670299
BAY-F,10-Oct-14,45.75,47,45.75,47,200
BBL-F,10-Oct-14,202,202,200,202,845900
DTAC-F,10-Oct-14,103.5,108,103.5,104.5,91900
INTUCH-F,10-Oct-14,71,71.5,71,71.5,19400
KBANK-F,10-Oct-14,226,230,226,230,1168500
LH-F,10-Oct-14,9.85,9.95,9.85,9.85,3800
SCC-F,10-Oct-14,434,440,434,440,342700
AAVZ14,10-Oct-14,4.5,4.5,4.5,4.5,2
ADVANCH15,10-Oct-14,225,225,225,225,1
ADVANCZ14,10-Oct-14,225.99,226.54,225.95,226.54,798
AOTZ14,10-Oct-14,220,220,220,220,151
APZ14,10-Oct-14,7.01,7.01,7.01,7.01,200
BANPUZ14,10-Oct-14,29.3,29.3,29.3,29.3,4
BBLZ14,10-Oct-14,199,199.5,199,199.5,6
BJCZ14,10-Oct-14,46.95,46.95,46.95,46.95,1
BLANDH15,10-Oct-14,2.04,2.04,2.01,2.03,346
BLANDZ14,10-Oct-14,2,2.01,1.98,2,16497
BTSH15,10-Oct-14,10.1,10.1,10.1,10.1,3000
BTSZ14,10-Oct-14,10.15,10.2,10.1,10.2,270
CPFZ14,10-Oct-14,32.59,32.59,32.59,32.59,1201
DTACZ14,10-Oct-14,102,103.85,102,103.85,42
GF10V14,10-Oct-14,18940,18950,18800,18890,3517
GFV14,10-Oct-14,18940,18940,18800,18890,476
HEMRAJZ14,10-Oct-14,4.58,4.58,4.46,4.54,652
INTUCHH15,10-Oct-14,71,71,71,71,50
IRPCZ14,10-Oct-14,3.49,3.49,3.41,3.42,50
ITDH15,10-Oct-14,5.54,5.55,5.54,5.55,14
ITDZ14,10-Oct-14,5.44,5.49,5.4,5.46,1703
IVLH15,10-Oct-14,24.71,24.71,24.7,24.7,3
IVLZ14,10-Oct-14,24.88,25.04,24.49,24.49,145
JASH15,10-Oct-14,6.55,6.55,6.55,6.55,1000
JASZ14,10-Oct-14,6.52,6.58,6.51,6.56,81
KBANKH15,10-Oct-14,227,227,226.99,226.99,2
KBANKZ14,10-Oct-14,227.99,228,227.99,228,23
KTBH15,10-Oct-14,23.8,23.89,23.65,23.8,138
KTBZ14,10-Oct-14,23.69,23.69,23.41,23.58,2983
LHZ14,10-Oct-14,9.94,9.94,9.94,9.94,200
LPNH15,10-Oct-14,21.82,21.82,21.82,21.82,800
MAJORZ14,10-Oct-14,23.7,23.7,23.7,23.7,201
MINTZ14,10-Oct-14,37,37,37,37,101
PSZ14,10-Oct-14,33.85,33.85,33.85,33.85,1
PTTEPH15,10-Oct-14,153.9,153.9,153,153.1,4
PTTEPZ14,10-Oct-14,152.5,154.9,152,154.9,287
PTTGCZ14,10-Oct-14,58.5,59.99,58.5,59.99,144
PTTZ14,10-Oct-14,369,370,366,366,167
QHZ14,10-Oct-14,4.05,4.11,4.03,4.08,1025
S50H15,10-Oct-14,1025,1029,1022,1025.7,4408
S50Z14,10-Oct-14,1029.7,1033.4,1026.5,1030.4,73171
SCBZ14,10-Oct-14,178,178,178,178,1
SPALIZ14,10-Oct-14,25.7,25.7,25.7,25.7,300
TCAPZ14,10-Oct-14,36,36,35.5,35.5,150
THAIZ14,10-Oct-14,14.34,14.35,14.2,14.2,13
TMBH15,10-Oct-14,2.99,2.99,2.91,2.98,3
TMBZ14,10-Oct-14,2.96,2.98,2.93,2.97,1186
TOPZ14,10-Oct-14,48.95,48.95,48.95,48.95,101
TPIPLZ14,10-Oct-14,18,18.44,18,18.44,418
TTAH15,10-Oct-14,21.1,21.1,21,21,5
TTAZ14X,10-Oct-14,21.55,21.75,20.7,21.39,1145
TUFH15,10-Oct-14,75.64,75.64,75.64,75.64,20
TUFZ14,10-Oct-14,73.62,73.62,73.62,73.62,20
1DIV,13-Oct-14,12.71,12.71,12.61,12.61,6000
BCHAY,13-Oct-14,18.43,18.48,18.05,18.48,1200
CHINA,13-Oct-14,5.22,5.26,5.2,5.25,79500
EBANK,13-Oct-14,6,6.01,5.98,5.98,2900
ECOMM,13-Oct-14,5.95,5.95,5.95,5.95,100
EFOOD,13-Oct-14,5.72,5.72,5.69,5.69,2400
EICT,13-Oct-14,6.53,6.55,6.52,6.55,13100
ENGY,13-Oct-14,5.35,5.35,5.33,5.33,4200
ENY,13-Oct-14,5.57,5.57,5.57,5.57,54000
GLD,13-Oct-14,1.77,1.77,1.76,1.77,535000
HK,13-Oct-14,5.03,5.04,5.03,5.04,20400
TDEX,13-Oct-14,10.46,10.46,10.39,10.42,113200
TGOLDETF,13-Oct-14,3.89,3.89,3.88,3.88,563600
2S,13-Oct-14,4.94,4.96,4.82,4.82,1414600
A,13-Oct-14,5.45,5.55,5.45,5.45,57400
AAV,13-Oct-14,4.4,4.44,4.34,4.36,13576700
ABC,13-Oct-14,4,4,3.88,3.92,3954100
ABPIF,13-Oct-14,9.15,9.2,9.15,9.15,45000
ACAP,13-Oct-14,17.2,17.4,16.7,16.8,986200
ACD,13-Oct-14,3.5,4,3.4,3.48,160405400
ADVANC,13-Oct-14,223,225,222,225,2691200
AEC,13-Oct-14,1.59,1.59,1.57,1.58,3866400
AEONTS,13-Oct-14,108.5,111.5,108.5,108.5,21000
AFC,13-Oct-14,12.7,13,12.7,13,700
AGE,13-Oct-14,2.32,2.32,2.28,2.28,1803500
AH,13-Oct-14,15.5,15.6,15.5,15.5,42600
AHC,13-Oct-14,31,31.25,30.75,31,168000
AI,13-Oct-14,10.7,10.7,10.5,10.5,1020800
AIE,13-Oct-14,3.94,4,3.94,3.96,871000
AIRA,13-Oct-14,3.24,3.24,3.16,3.18,8124900
AIT,13-Oct-14,37,37.5,36.5,37,968500
AJ,13-Oct-14,10.2,10.4,10.2,10.4,54000
AJD,13-Oct-14,15,15.5,14.8,15.5,20387900
AJP,13-Oct-14,14.2,15.6,14.2,15.4,46323700
AKP,13-Oct-14,3.26,3.34,3.26,3.3,604000
AKR,13-Oct-14,2.3,2.36,2.28,2.28,94979200
ALUCON,13-Oct-14,190,190,190,190,1100
AMANAH,13-Oct-14,1.08,1.27,1.06,1.14,116045300
AMARIN,13-Oct-14,11.3,11.5,11.3,11.5,55900
AMATA,13-Oct-14,15.6,15.7,15.4,15.5,1030100
AMC,13-Oct-14,2.8,2.88,2.8,2.84,1350000
ANAN,13-Oct-14,3.96,3.96,3.88,3.9,15208600
AOT,13-Oct-14,216,222,213,220,3558200
AP,13-Oct-14,7,7.05,6.85,6.95,15460500
APCO,13-Oct-14,29,29,28.5,28.75,525700
APCS,13-Oct-14,2.7,2.74,2.7,2.74,200600
APURE,13-Oct-14,1.77,1.82,1.75,1.81,4381400
AQ,13-Oct-14,0.45,0.45,0.44,0.45,116310200
AQUA,13-Oct-14,1.5,1.52,1.49,1.5,9167500
ARIP,13-Oct-14,1.4,1.41,1.37,1.39,4487200
ARROW,13-Oct-14,8,8.1,8,8.1,73900
AS,13-Oct-14,5.05,5.15,5.05,5.1,62900
ASIA,13-Oct-14,93.75,94,93.5,94,2000
ASIAN,13-Oct-14,3.04,3.04,2.96,2.98,32600
ASIMAR,13-Oct-14,1.92,1.92,1.9,1.91,500200
ASK,13-Oct-14,19.5,19.7,19.5,19.7,203000
ASP,13-Oct-14,3.96,3.96,3.9,3.92,5529300
AUCT,13-Oct-14,16,16,15.6,15.6,1703000
AYUD,13-Oct-14,42.75,43.5,42.5,43,77700
BAFS,13-Oct-14,35.5,36.5,35.5,35.75,59800
BANPU,13-Oct-14,28.75,29,28.5,28.5,4099100
BAY,13-Oct-14,47,47.75,47,47.5,46100
BBL,13-Oct-14,196.5,197,195,196,2952300
BCH,13-Oct-14,9.65,9.8,9.65,9.65,925300
BCP,13-Oct-14,34,34.25,33.25,33.5,4375200
BEAUTY,13-Oct-14,28.75,28.75,28.25,28.5,336100
BEC,13-Oct-14,47.5,47.5,46.25,46.5,2076200
BECL,13-Oct-14,37.25,37.25,37,37.25,411600
BFIT,13-Oct-14,7.05,7.05,6.9,6.9,84700
BGH,13-Oct-14,17.8,18.1,17.8,18,6024400
BGT,13-Oct-14,1.27,1.28,1.23,1.26,4301100
BH,13-Oct-14,127,130,126.5,128,1180800
BIGC,13-Oct-14,222,230,221,229,136400
BJC,13-Oct-14,44.25,44.5,44,44.25,325600
BJCHI,13-Oct-14,38.25,38.25,37.75,38.25,460900
BKD,13-Oct-14,4.88,5.2,4.88,5.2,13887900
BKI,13-Oct-14,363,363,362,363,3900
BLA,13-Oct-14,61,61.25,60.5,60.75,721600
BLAND,13-Oct-14,1.98,1.98,1.94,1.98,113469900
BMCL,13-Oct-14,1.74,1.78,1.72,1.77,113904900
BOL,13-Oct-14,2.38,2.46,2.36,2.44,4401400
BROCK,13-Oct-14,2.2,2.24,2.12,2.14,3260500
BROOK,13-Oct-14,3.16,3.18,3.12,3.16,1267000
BSBM,13-Oct-14,1.47,1.48,1.43,1.44,12336000
BSM,13-Oct-14,1.05,1.31,1.02,1.26,422032800
BTC,13-Oct-14,0.95,0.95,0.93,0.94,9715500
BTNC,13-Oct-14,23.5,25,22.3,22.3,1600
BTS,13-Oct-14,10.1,10.1,9.95,10,28234300
BTSGIF,13-Oct-14,9.95,10,9.85,10,1874600
BUI,13-Oct-14,20.3,20.4,20.3,20.4,3200
BWG,13-Oct-14,4.36,4.44,4.36,4.36,3617600
CCET,13-Oct-14,3,3,2.98,2.98,1644900
CCN,13-Oct-14,2.9,2.92,2.84,2.86,472400
CCP,13-Oct-14,6.45,6.45,6.25,6.3,3371400
CEI,13-Oct-14,6.4,6.95,6.4,6.9,375800
CEN,13-Oct-14,3.82,3.82,3.68,3.68,2261500
CENTEL,13-Oct-14,38,38.75,37.5,38.5,1649200
CFRESH,13-Oct-14,9.05,9.1,9,9.05,38000
CGD,13-Oct-14,1.67,1.67,1.62,1.66,40272000
CGS,13-Oct-14,1.56,1.63,1.56,1.62,40606400
CHG,13-Oct-14,17.6,17.8,17.5,17.8,1303600
CHO,13-Oct-14,4.94,5.05,4.92,4.94,12493400
CHOTI,13-Oct-14,197,197,192,193,1900
CHOW,13-Oct-14,8.05,8.65,7.8,7.8,113019500
CHUO,13-Oct-14,12.8,13,12.7,13,62800
CI,13-Oct-14,2.44,2.54,2.42,2.42,31093600
CIG,13-Oct-14,1.29,1.53,1.29,1.52,275070500
CIMBT,13-Oct-14,2.12,2.16,2.12,2.12,865000
CITY,13-Oct-14,4.62,4.62,4.5,4.52,305900
CK,13-Oct-14,26,26.25,25.75,26.25,6100100
CKP,13-Oct-14,17.3,18.5,17.3,18.1,2562900
CM,13-Oct-14,4.08,4.12,4.08,4.1,55200
CMO,13-Oct-14,2.62,2.72,2.62,2.7,1724900
CMR,13-Oct-14,202,202,200,200,1100
CNS,13-Oct-14,2.4,2.44,2.4,2.42,172200
CNT,13-Oct-14,5.65,5.65,5.45,5.5,1575700
COLOR,13-Oct-14,1.51,1.53,1.49,1.5,4082900
CPALL,13-Oct-14,43.75,44,43.75,43.75,13727500
CPF,13-Oct-14,32,33,31.5,32,35681700
CPH,13-Oct-14,7.05,7.05,7.05,7.05,10000
CPI,13-Oct-14,2.58,2.62,2.56,2.6,669900
CPL,13-Oct-14,31.5,31.75,30.75,31.5,3800
CPN,13-Oct-14,45.75,46.25,45.5,45.5,3361400
CPNCG,13-Oct-14,10.7,10.7,10.6,10.6,230800
CPNRF,13-Oct-14,16.3,16.4,16.3,16.3,356300
CPR,13-Oct-14,2.98,3.04,2.98,3.04,63100
CPTGF,13-Oct-14,9.4,9.45,9.4,9.4,242600
CRANE,13-Oct-14,4.98,4.98,4.96,4.96,354900
CRYSTAL,13-Oct-14,9.8,9.85,9.8,9.85,60200
CSC,13-Oct-14,52.25,52.5,52.25,52.5,4700
CSL,13-Oct-14,10,10,9.9,9.95,862900
